symbol,name,master_exchange,sector,industry,price_proxy,share_volume,market_cap,one_yr_target,stage1_pass,stage1_reasons,stage2_verdict,eligible_for_stage3,hp_tier,stage2_hp_total,stage2_hp_left,stage2_damage,stage2_score,stage2_bad_count,stage2_weak_count,stage2_bad_text,stage2_weak_text,iv_spike_diagnosis_status,iv_spike_diagnosis_hp_loss,iv_spike_diagnosis_detail,meme_stock_status,meme_stock_hp_loss,meme_stock_detail,chart_pattern_status,chart_pattern_hp_loss,chart_pattern_detail,news_sentiment_status,news_sentiment_hp_loss,news_sentiment_detail,analyst_consensus_status,analyst_consensus_hp_loss,analyst_consensus_detail,liquidity_status,liquidity_hp_loss,liquidity_detail,institutional_ownership_status,institutional_ownership_hp_loss,institutional_ownership_detail
XE,"X-Energy, Inc.",NASDAQ,Industrials,Metal Fabrications,29.0,2874397.0,11193441711.0,38.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.60, volume 1,723, OI 19,476",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (31.0%),BAD,2,"Execution impaired: spread $0.60, volume 1,723, OI 19,476",SKIP,0,Institutional ownership unavailable
AMPX,"Amprius Technologies, Inc.",NYSE,Miscellaneous,Industrial Machinery/Components,15.3,7423540.0,2270283535.0,22.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.40, volume 5,422, OI 6,274",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (43.8%),BAD,2,"Execution impaired: spread $0.40, volume 5,422, OI 6,274",SKIP,0,Institutional ownership unavailable
BKSY,BlackSky Technology Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment,44.65,2048128.0,1776409075.0,35.5,PASS,,PASS,TRUE,Standard,10,6,4,4.0,2,0,"Sell/negative consensus or target below price (-20.5%) | Execution impaired: spread $1.50, volume 1,756, OI 8,395",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-20.5%),BAD,2,"Execution impaired: spread $1.50, volume 1,756, OI 8,395",SKIP,0,Institutional ownership unavailable
FIG,"Figma, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,21.59,16884706.0,11999431973.0,36.5,PASS,,PASS,TRUE,Diamond,10,9,1,5.5,0,1,,"Borderline liquidity: spread $0.20, volume 15,086, OI 30,458",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (69.1%),WEAK,1,"Borderline liquidity: spread $0.20, volume 15,086, OI 30,458",SKIP,0,Institutional ownership unavailable
INFQ,"Infleqtion, Inc.",NYSE,Technology,EDP Services,14.7,65626226.0,3567519168.0,21.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.50, volume 47,634, OI 46,229",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (42.9%),BAD,2,"Execution impaired: spread $0.50, volume 47,634, OI 46,229",SKIP,0,Institutional ownership unavailable
IONQ,"IonQ, Inc.",NYSE,Technology,EDP Services,58.89,52650276.0,23754899491.0,65.0,PASS,,PASS,TRUE,Strong,10,7,3,4.5,1,1,"Execution impaired: spread $0.35, volume 49,138, OI 54,090",Hold/modest upside profile (10.4%),PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,WEAK,1,Hold/modest upside profile (10.4%),BAD,2,"Execution impaired: spread $0.35, volume 49,138, OI 54,090",SKIP,0,Institutional ownership unavailable
JOBY,"Joby Aviation, Inc.",NYSE,Industrials,Aerospace,10.4,36013439.0,10741379944.0,10.25,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,Sell/negative consensus or target below price (-1.4%),,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-1.4%),PASS,0,"Clean liquidity: spread $0.06, volume 11,446, OI 23,650",SKIP,0,Institutional ownership unavailable
KSS,KOHLS Corp,NYSE,Consumer Discretionary,Department/Specialty Retail Stores,12.7,5188392.0,1466026152.0,15.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,0,2,,"Hold/modest upside profile (18.1%) | Borderline liquidity: spread $0.13, volume 3,847, OI 9,864",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,WEAK,1,Hold/modest upside profile (18.1%),WEAK,1,"Borderline liquidity: spread $0.13, volume 3,847, OI 9,864",SKIP,0,Institutional ownership unavailable
NOK,NOKIA CORP,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment,14.18,127727733.0,88832448097.0,12.85,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,Sell/negative consensus or target below price (-9.4%),,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-9.4%),PASS,0,"Clean liquidity: spread $0.04, volume 150,035, OI 160,676",SKIP,0,Institutional ownership unavailable
OKLO,Oklo Inc.,NYSE,Utilities,Electric Utilities: Central,65.09,11410682.0,11462526224.0,85.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.38, volume 39,757, OI 51,312",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (30.6%),BAD,2,"Execution impaired: spread $0.38, volume 39,757, OI 51,312",SKIP,0,Institutional ownership unavailable
PATH,"UiPath, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,10.57,39347027.0,5688446329.0,13.0,PASS,,PASS,TRUE,Diamond,10,10,0,6.0,0,0,,,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (23.0%),PASS,0,"Clean liquidity: spread $0.03, volume 23,032, OI 49,139",SKIP,0,Institutional ownership unavailable
PL,Planet Labs PBC,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment,42.48,9811856.0,15351709347.0,35.0,PASS,,PASS,TRUE,Strong,10,7,3,4.5,1,1,Sell/negative consensus or target below price (-17.6%),"Borderline liquidity: spread $0.25, volume 7,913, OI 15,976",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-17.6%),WEAK,1,"Borderline liquidity: spread $0.25, volume 7,913, OI 15,976",SKIP,0,Institutional ownership unavailable
PUMP,ProPetro Holding Corp.,NYSE,Energy,Oilfield Services/Equipment,17.44,7855530.0,2078357743.0,20.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,0,2,,"Hold/modest upside profile (14.7%) | Borderline liquidity: spread $0.20, volume 14,243, OI 42,459",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,WEAK,1,Hold/modest upside profile (14.7%),WEAK,1,"Borderline liquidity: spread $0.20, volume 14,243, OI 42,459",SKIP,0,Institutional ownership unavailable
QBTS,D-Wave Quantum Inc.,NYSE,Technology,EDP Services,25.74,141703219.0,10782085469.0,37.0,PASS,,PASS,TRUE,Diamond,10,9,1,5.5,0,1,,"Borderline liquidity: spread $0.22, volume 99,918, OI 50,894",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (43.7%),WEAK,1,"Borderline liquidity: spread $0.22, volume 99,918, OI 50,894",SKIP,0,Institutional ownership unavailable
RBRK,"Rubrik, Inc.",NYSE,Technology,Computer Software: Prepackaged Software,64.79,2430289.0,13704876979.0,84.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.45, volume 2,436, OI 4,660",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (29.6%),BAD,2,"Execution impaired: spread $0.45, volume 2,436, OI 4,660",SKIP,0,Institutional ownership unavailable
RDW,Redwire Corp,NYSE,Industrials,Military/Government/Technical,15.35,55447735.0,3479088553.0,15.0,PASS,,PASS,TRUE,Standard,10,6,4,4.0,2,0,"Sell/negative consensus or target below price (-2.3%) | Execution impaired: spread $0.60, volume 21,952, OI 31,657",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-2.3%),BAD,2,"Execution impaired: spread $0.60, volume 21,952, OI 31,657",SKIP,0,Institutional ownership unavailable
SMR,NUSCALE POWER Corp,NYSE,Industrials,Metal Fabrications,11.33,30207996.0,4166485178.0,19.0,PASS,,PASS,TRUE,Diamond,10,9,1,5.5,0,1,,"Borderline liquidity: spread $0.23, volume 15,619, OI 32,974",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (67.7%),WEAK,1,"Borderline liquidity: spread $0.23, volume 15,619, OI 32,974",SKIP,0,Institutional ownership unavailable
SOC,Sable Offshore Corp.,NYSE,Energy,Oil & Gas Production,14.57,2110112.0,2275309293.0,24.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.32, volume 1,236, OI 7,042",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (64.7%),BAD,2,"Execution impaired: spread $0.32, volume 1,236, OI 7,042",SKIP,0,Institutional ownership unavailable
UEC,URANIUM ENERGY CORP,NYSE,Basic Materials,Other Metals and Minerals,13.1,7927987.0,6382674595.0,19.0,PASS,,PASS,TRUE,Diamond,10,9,1,5.5,0,1,,"Borderline liquidity: spread $0.18, volume 5,598, OI 12,047",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (45.0%),WEAK,1,"Borderline liquidity: spread $0.18, volume 5,598, OI 12,047",SKIP,0,Institutional ownership unavailable
UUUU,ENERGY FUELS INC,NYSE,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),17.86,8921241.0,4507600680.0,28.0,PASS,,PASS,TRUE,Diamond,10,10,0,6.0,0,0,,,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (56.8%),PASS,0,"Clean liquidity: spread $0.06, volume 8,712, OI 19,745",SKIP,0,Institutional ownership unavailable
VG,"Venture Global, Inc.",NYSE,Utilities,Oil/Gas Transmission,13.56,11202258.0,34358671555.0,16.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,0,2,,"Hold/modest upside profile (18.0%) | Borderline liquidity: spread $0.15, volume 6,078, OI 18,232",PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,WEAK,1,Hold/modest upside profile (18.0%),WEAK,1,"Borderline liquidity: spread $0.15, volume 6,078, OI 18,232",SKIP,0,Institutional ownership unavailable
VOYG,"Voyager Technologies, Inc./DE",NYSE,Industrials,Military/Government/Technical,40.1,3050940.0,2645462242.0,39.0,PASS,,PASS,TRUE,Standard,10,6,4,4.0,2,0,"Sell/negative consensus or target below price (-2.7%) | Execution impaired: spread $1.50, volume 5,322, OI 8,379",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-2.7%),BAD,2,"Execution impaired: spread $1.50, volume 5,322, OI 8,379",SKIP,0,Institutional ownership unavailable
VSCO,Victoria's Secret & Co.,NYSE,Consumer Discretionary,Clothing/Shoe/Accessory Stores,50.55,2012077.0,4165876287.0,67.0,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.70, volume 2,397, OI 14,070",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (32.5%),BAD,2,"Execution impaired: spread $0.70, volume 2,397, OI 14,070",SKIP,0,Institutional ownership unavailable
VSH,VISHAY INTERTECHNOLOGY INC,NYSE,Technology,Electrical Products,42.17,9104406.0,6431000326.0,28.0,PASS,,PASS,TRUE,Standard,10,6,4,4.0,2,0,"Sell/negative consensus or target below price (-33.6%) | Execution impaired: spread $0.50, volume 5,735, OI 9,789",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-33.6%),BAD,2,"Execution impaired: spread $0.50, volume 5,735, OI 9,789",SKIP,0,Institutional ownership unavailable
WOLF,"WOLFSPEED, INC.",NYSE,Technology,Semiconductors,69.5,10944558.0,3378418371.0,40.0,PASS,,PASS,TRUE,Standard,10,6,4,4.0,2,0,"Sell/negative consensus or target below price (-42.4%) | Execution impaired: spread $3.10, volume 5,391, OI 16,499",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,BAD,2,Sell/negative consensus or target below price (-42.4%),BAD,2,"Execution impaired: spread $3.10, volume 5,391, OI 16,499",SKIP,0,Institutional ownership unavailable
YSS,York Space Systems Inc.,NYSE,Industrials,Military/Government/Technical,28.45,1380196.0,3765030116.0,35.5,PASS,,PASS,TRUE,Strong,10,8,2,5.0,1,0,"Execution impaired: spread $0.70, volume 1,722, OI 7,749",,PASS,0,No binary IV-spike cause detected,PASS,0,0-1 meme signals,PASS,0,Consolidating/steady chart; no extension or breakdown detected,PASS,0,Neutral or positive recent news flow,PASS,0,Constructive target upside (24.8%),BAD,2,"Execution impaired: spread $0.70, volume 1,722, OI 7,749",SKIP,0,Institutional ownership unavailable
